:START_ID,:END_ID,:TYPE
"12/108","0003215A","PARENT_OF"
"SFS150","0003215B","PARENT_OF"
"12/108","0003215B","PARENT_OF"
"SFS150","0003225A","PARENT_OF"
"12/108","0003225A","PARENT_OF"
"PC110","0003234A","PARENT_OF"
"10/3","0003234A","PARENT_OF"
"12/108","0003292B","PARENT_OF"
"SFS150","0003292B","PARENT_OF"
"12/108","0003292C","PARENT_OF"
"SFS150","0003292C","PARENT_OF"
"SFS150","0003333A","PARENT_OF"
"12/108","0003333A","PARENT_OF"
"SFS150","0003333B","PARENT_OF"
"12/108","0003333B","PARENT_OF"
"SFS150","0003333C","PARENT_OF"
"12/108","0003333C","PARENT_OF"
"SFS150","0003333D","PARENT_OF"
"12/108","0003333D","PARENT_OF"
"SFS150","0003335A","PARENT_OF"
"12/108","0003335A","PARENT_OF"
"SFS150","0003335B","PARENT_OF"
"12/108","0003335B","PARENT_OF"
"SFS150","0003335D","PARENT_OF"
"12/108","0003335D","PARENT_OF"
"SFS150","0003336A","PARENT_OF"
"12/108","0003336A","PARENT_OF"
"SFS150","0003336C","PARENT_OF"
"12/108","0003336C","PARENT_OF"
"SFS150","0003339D","PARENT_OF"
"12/108","0003339D","PARENT_OF"
"SFS150","0003341A","PARENT_OF"
"12/108","0003341A","PARENT_OF"
"SFS150","0003341B","PARENT_OF"
"12/108","0003341B","PARENT_OF"
"SFS150","0003346A","PARENT_OF"
"12/108","0003346A","PARENT_OF"
"SFS150","0003350A","PARENT_OF"
"12/108","0003350A","PARENT_OF"
"SFS150","0003350B","PARENT_OF"
"12/108","0003350B","PARENT_OF"
"SFS150","0003350C","PARENT_OF"
"12/108","0003350C","PARENT_OF"
"SFS150","0003350D","PARENT_OF"
"12/108","0003350D","PARENT_OF"
"SFS150","0003362B","PARENT_OF"
"12/108","0003362B","PARENT_OF"
"SFS150","0003362C","PARENT_OF"
"12/108","0003362C","PARENT_OF"
"SFS150","0003362D","PARENT_OF"
"12/108","0003362D","PARENT_OF"
"SFS150","0003366A","PARENT_OF"
"12/108","0003366A","PARENT_OF"
"SFS150","0003366B","PARENT_OF"
"12/108","0003366B","PARENT_OF"
"SFS150","0003369C","PARENT_OF"
"12/108","0003369C","PARENT_OF"
"SFS150","0003380A","PARENT_OF"
"12/108","0003380A","PARENT_OF"
"SFS150","0003380B","PARENT_OF"
"12/108","0003380B","PARENT_OF"
"SFS150","0003380C","PARENT_OF"
"12/108","0003380C","PARENT_OF"
"SFS150","0003380D","PARENT_OF"
"12/108","0003380D","PARENT_OF"
"SFS150","0003380E","PARENT_OF"
"12/108","0003380E","PARENT_OF"
"SFS150","0003380F","PARENT_OF"
"12/108","0003380F","PARENT_OF"
"PC110","0003415A","PARENT_OF"
"10/3","0003415A","PARENT_OF"
"PC110","0003423A","PARENT_OF"
"10/3","0003423A","PARENT_OF"
"PC110","0003423C","PARENT_OF"
"10/3","0003423C","PARENT_OF"
"SFS150","0003437","PARENT_OF"
"12/108","0003437","PARENT_OF"
"SFS150","0003440A","PARENT_OF"
"12/108","0003440A","PARENT_OF"
"SFS150","0003440B","PARENT_OF"
"12/108","0003440B","PARENT_OF"
"SFS150","0003444A","PARENT_OF"
"12/108","0003444A","PARENT_OF"
"SFS150","0003444B","PARENT_OF"
"12/108","0003444B","PARENT_OF"
"SFS150","0003445A","PARENT_OF"
"12/108","0003445A","PARENT_OF"
"SFS150","0003448","PARENT_OF"
"12/108","0003448","PARENT_OF"
"SFS150","0003449E","PARENT_OF"
"12/108","0003449E","PARENT_OF"
"SFS150","0003455A","PARENT_OF"
"12/108","0003455A","PARENT_OF"
"SFS150","0003455B","PARENT_OF"
"12/108","0003455B","PARENT_OF"
"SFS150","0003459B","PARENT_OF"
"12/108","0003459B","PARENT_OF"
"SFS150","0003468A","PARENT_OF"
"12/108","0003468A","PARENT_OF"
"SFS150","0003468C","PARENT_OF"
"12/108","0003468C","PARENT_OF"
"SFS150","0003475A","PARENT_OF"
"12/108","0003475A","PARENT_OF"
"SFS150","0003475B","PARENT_OF"
"12/108","0003475B","PARENT_OF"
"SFS150","0003475C","PARENT_OF"
"12/108","0003475C","PARENT_OF"
"SFS150","0003476B","PARENT_OF"
"12/108","0003476B","PARENT_OF"
"SFS150","0003480A","PARENT_OF"
"12/108","0003480A","PARENT_OF"
"SFS150","0003480B","PARENT_OF"
"12/108","0003480B","PARENT_OF"
"SFS150","0003480C","PARENT_OF"
"12/108","0003480C","PARENT_OF"
"SFS150","0003480D","PARENT_OF"
"12/108","0003480D","PARENT_OF"
"SFS150","0003499A","PARENT_OF"
"10/3","0003499A","PARENT_OF"
"SFS150","0003499B","PARENT_OF"
"10/3","0003499B","PARENT_OF"
"SFS150","0003506A","PARENT_OF"
"10/3","0003506A","PARENT_OF"
"SFS150","0003512A","PARENT_OF"
"12/108","0003512A","PARENT_OF"
"SFS150","0003512B","PARENT_OF"
"12/108","0003512B","PARENT_OF"
"SFS150","0003516A","PARENT_OF"
"12/108","0003516A","PARENT_OF"
"SFS150","0003516B","PARENT_OF"
"12/108","0003516B","PARENT_OF"
"SFS150","0003516D","PARENT_OF"
"12/108","0003516D","PARENT_OF"
"SFS150","0003516F","PARENT_OF"
"12/108","0003516F","PARENT_OF"
"SFS150","0003518A","PARENT_OF"
"12/108","0003518A","PARENT_OF"
"SFS150","0003518B","PARENT_OF"
"12/108","0003518B","PARENT_OF"
"SFS150","0003521B","PARENT_OF"
"12/108","0003521B","PARENT_OF"
"SFS150","0003522","PARENT_OF"
"12/108","0003522","PARENT_OF"
"SFS150","0003523A","PARENT_OF"
"12/108","0003523A","PARENT_OF"
"SFS150","0003523B","PARENT_OF"
"12/108","0003523B","PARENT_OF"
"SFS150","0003523C","PARENT_OF"
"12/108","0003523C","PARENT_OF"
"SFS150","0003523D","PARENT_OF"
"12/108","0003523D","PARENT_OF"
"SFS150","0003523E","PARENT_OF"
"12/108","0003523E","PARENT_OF"
"12/108","0003547","PARENT_OF"
"SFS150","0003547","PARENT_OF"
"12/108","0003549","PARENT_OF"
"SFS150","0003549","PARENT_OF"
"10/3","0003581A","PARENT_OF"
"SFS150","0003581A","PARENT_OF"
"10/3","0003581B","PARENT_OF"
"SFS150","0003581B","PARENT_OF"
"SFS150","0003628A","PARENT_OF"
"10/3","0003628A","PARENT_OF"
"SFS150","0003628B","PARENT_OF"
"10/3","0003628B","PARENT_OF"
"SFS150","0003631B","PARENT_OF"
"10/3","0003631B","PARENT_OF"
"SFS150","0003631C","PARENT_OF"
"10/3","0003631C","PARENT_OF"
"SFS150","0003631D","PARENT_OF"
"10/3","0003631D","PARENT_OF"
"SFS150","0003631E","PARENT_OF"
"10/3","0003631E","PARENT_OF"
"SFS150","0003638A","PARENT_OF"
"10/3","0003638A","PARENT_OF"
"SFS150","0003638C","PARENT_OF"
"10/3","0003638C","PARENT_OF"
"SFS150","0003643B","PARENT_OF"
"10/3","0003643B","PARENT_OF"
"SFS150","0003643E","PARENT_OF"
"10/3","0003643E","PARENT_OF"
"SFS150","0003643F","PARENT_OF"
"10/3","0003643F","PARENT_OF"
"SFS150","0003660C","PARENT_OF"
"10/3","0003660C","PARENT_OF"
"SFS150","0003661A","PARENT_OF"
"10/3","0003661A","PARENT_OF"
"SFS150","0003661C","PARENT_OF"
"10/3","0003661C","PARENT_OF"
"SFS150","0003661D","PARENT_OF"
"10/3","0003661D","PARENT_OF"
"SFS150","0003663A","PARENT_OF"
"10/3","0003663A","PARENT_OF"
"SFS150","0003681B","PARENT_OF"
"10/3","0003681B","PARENT_OF"
"SFS150","0003682A","PARENT_OF"
"10/3","0003682A","PARENT_OF"
"SFS150","0003682B","PARENT_OF"
"10/3","0003682B","PARENT_OF"
"SFS150","0003682C","PARENT_OF"
"10/3","0003682C","PARENT_OF"
"SFS150","0003690B","PARENT_OF"
"10/3","0003690B","PARENT_OF"
"SFS150","0003694A","PARENT_OF"
"10/3","0003694A","PARENT_OF"
"SFS150","0003694B","PARENT_OF"
"10/3","0003694B","PARENT_OF"
"SFS150","0003696A","PARENT_OF"
"10/3","0003696A","PARENT_OF"
"SFS150","0003696B","PARENT_OF"
"10/3","0003696B","PARENT_OF"
"SFS150","0003700A","PARENT_OF"
"10/3","0003700A","PARENT_OF"
"SFS150","0003700C","PARENT_OF"
"10/3","0003700C","PARENT_OF"
"SFS150","0003702A","PARENT_OF"
"10/3","0003702A","PARENT_OF"
"SFS150","0003702C","PARENT_OF"
"10/3","0003702C","PARENT_OF"
"SFS150","0003712B","PARENT_OF"
"10/3","0003712B","PARENT_OF"
"SFS150","0003714B","PARENT_OF"
"10/3","0003714B","PARENT_OF"
"SFS150","0003716A","PARENT_OF"
"10/3","0003716A","PARENT_OF"
"SFS150","0003721A","PARENT_OF"
"10/3","0003721A","PARENT_OF"
"SFS150","0003721B","PARENT_OF"
"10/3","0003721B","PARENT_OF"
"SFS150","0003722A","PARENT_OF"
"10/3","0003722A","PARENT_OF"
"SFS150","0003722B","PARENT_OF"
"10/3","0003722B","PARENT_OF"
"SFS150","0003722C","PARENT_OF"
"10/3","0003722C","PARENT_OF"
"SFS150","0003723B","PARENT_OF"
"10/3","0003723B","PARENT_OF"
"SFS150","0003724A","PARENT_OF"
"10/3","0003724A","PARENT_OF"
"SFS150","0003732A","PARENT_OF"
"10/3","0003732A","PARENT_OF"
"SFS150","0003732B","PARENT_OF"
"10/3","0003732B","PARENT_OF"
"SFS150","0003732C","PARENT_OF"
"10/3","0003732C","PARENT_OF"
"SFS150","0003733A","PARENT_OF"
"10/3","0003733A","PARENT_OF"
"SFS150","0003737A","PARENT_OF"
"10/3","0003737A","PARENT_OF"
"SFS150","0003747C","PARENT_OF"
"10/3","0003747C","PARENT_OF"
"SFS150","0003748B","PARENT_OF"
"10/3","0003748B","PARENT_OF"
"SFS150","0003748C","PARENT_OF"
"10/3","0003748C","PARENT_OF"
"SFS150","0003748D","PARENT_OF"
"10/3","0003748D","PARENT_OF"
"SFS150","0003749C","PARENT_OF"
"10/3","0003749C","PARENT_OF"
"SFS150","0003750A","PARENT_OF"
"10/3","0003750A","PARENT_OF"
"SFS150","0003750B","PARENT_OF"
"10/3","0003750B","PARENT_OF"
"SFS150","0003750D","PARENT_OF"
"10/3","0003750D","PARENT_OF"
"SFS150","0003752B","PARENT_OF"
"10/3","0003752B","PARENT_OF"
"SFS150","0003760A","PARENT_OF"
"10/3","0003760A","PARENT_OF"
"SFS150","0003761B","PARENT_OF"
"10/3","0003761B","PARENT_OF"
"SFS150","0003761C","PARENT_OF"
"10/3","0003761C","PARENT_OF"
"SFS150","0003763A","PARENT_OF"
"10/3","0003763A","PARENT_OF"
"SFS150","0003766A","PARENT_OF"
"10/3","0003766A","PARENT_OF"
"SFS150","0003766B","PARENT_OF"
"10/3","0003766B","PARENT_OF"
"SFS150","0003766D","PARENT_OF"
"10/3","0003766D","PARENT_OF"
"SFS150","0003767A","PARENT_OF"
"10/3","0003767A","PARENT_OF"
"SFS150","0003767B","PARENT_OF"
"10/3","0003767B","PARENT_OF"
"SFS150","0003769A","PARENT_OF"
"10/3","0003769A","PARENT_OF"
"SFS150","0003769B","PARENT_OF"
"10/3","0003769B","PARENT_OF"
"SFS150","0003769C","PARENT_OF"
"10/3","0003769C","PARENT_OF"
"SFS150","0003769D","PARENT_OF"
"10/3","0003769D","PARENT_OF"
"SFS150","0003774A","PARENT_OF"
"10/3","0003774A","PARENT_OF"
"SFS150","0003774B","PARENT_OF"
"10/3","0003774B","PARENT_OF"
"SFS150","0003774C","PARENT_OF"
"10/3","0003774C","PARENT_OF"
"SFS150","0003774D","PARENT_OF"
"10/3","0003774D","PARENT_OF"
"SFS150","0003774E","PARENT_OF"
"10/3","0003774E","PARENT_OF"
"SFS150","0003783A","PARENT_OF"
"10/3","0003783A","PARENT_OF"
"SFS150","0003783B","PARENT_OF"
"10/3","0003783B","PARENT_OF"
"SFS150","0003783C","PARENT_OF"
"10/3","0003783C","PARENT_OF"
"SFS150","0003790A","PARENT_OF"
"10/3","0003790A","PARENT_OF"
"SFS150","0003810B","PARENT_OF"
"10/3","0003810B","PARENT_OF"
"SFS150","0003824B","PARENT_OF"
"10/3","0003824B","PARENT_OF"
"SFS150","0003825","PARENT_OF"
"10/3","0003825","PARENT_OF"
"SFS150","0003825B","PARENT_OF"
"10/3","0003825B","PARENT_OF"
"SFS150","0003825C","PARENT_OF"
"10/3","0003825C","PARENT_OF"
"SFS150","0003827C","PARENT_OF"
"10/3","0003827C","PARENT_OF"
"SFS150","0003833A","PARENT_OF"
"10/3","0003833A","PARENT_OF"
"SFS150","0003833C","PARENT_OF"
"10/3","0003833C","PARENT_OF"
"SFS150","0003833D","PARENT_OF"
"10/3","0003833D","PARENT_OF"
"SFS150","0003838A","PARENT_OF"
"10/3","0003838A","PARENT_OF"
"SFS150","0003838B","PARENT_OF"
"10/3","0003838B","PARENT_OF"
"SFS150","0003838C","PARENT_OF"
"10/3","0003838C","PARENT_OF"
"SFS150","0003838E","PARENT_OF"
"10/3","0003838E","PARENT_OF"
"SFS150","0003841B","PARENT_OF"
"10/3","0003841B","PARENT_OF"
"SFS150","0003843A","PARENT_OF"
"10/3","0003843A","PARENT_OF"
"SFS150","0003843C","PARENT_OF"
"10/3","0003843C","PARENT_OF"
"SFS150","0003843D","PARENT_OF"
"10/3","0003843D","PARENT_OF"
"SFS150","0003843E","PARENT_OF"
"10/3","0003843E","PARENT_OF"
"SFS150","0003849A","PARENT_OF"
"10/3","0003849A","PARENT_OF"
"SFS150","0003851A","PARENT_OF"
"10/3","0003851A","PARENT_OF"
"SFS150","0003860A","PARENT_OF"
"10/3","0003860A","PARENT_OF"
"SFS150","0003860C","PARENT_OF"
"10/3","0003860C","PARENT_OF"
"SFS150","0003860D","PARENT_OF"
"10/3","0003860D","PARENT_OF"
"SFS150","0003862A","PARENT_OF"
"10/3","0003862A","PARENT_OF"
"SFS150","0003863A","PARENT_OF"
"10/3","0003863A","PARENT_OF"
"SFS150","0003863B","PARENT_OF"
"10/3","0003863B","PARENT_OF"
"SFS150","0003863C","PARENT_OF"
"10/3","0003863C","PARENT_OF"
"SFS150","0003863D","PARENT_OF"
"10/3","0003863D","PARENT_OF"
"SFS150","0003878A","PARENT_OF"
"10/3","0003878A","PARENT_OF"
"SFS150","0003878B","PARENT_OF"
"10/3","0003878B","PARENT_OF"
"SFS150","0003880A","PARENT_OF"
"10/3","0003880A","PARENT_OF"
"SFS150","0003880B","PARENT_OF"
"10/3","0003880B","PARENT_OF"
"SFS150","0003881A","PARENT_OF"
"10/3","0003881A","PARENT_OF"
"SFS150","0003881D","PARENT_OF"
"10/3","0003881D","PARENT_OF"
"SFS150","0003884B","PARENT_OF"
"10/3","0003884B","PARENT_OF"
"SFS150","0003888A","PARENT_OF"
"10/3","0003888A","PARENT_OF"
"SFS150","0003888B","PARENT_OF"
"10/3","0003888B","PARENT_OF"
"SFS150","0003888C","PARENT_OF"
"10/3","0003888C","PARENT_OF"
"SFS150","0003888D","PARENT_OF"
"10/3","0003888D","PARENT_OF"
"SFS150","0003888E","PARENT_OF"
"10/3","0003888E","PARENT_OF"
"SFS150","0003889A","PARENT_OF"
"10/3","0003889A","PARENT_OF"
"SFS150","0003889B","PARENT_OF"
"10/3","0003889B","PARENT_OF"
"SFS150","0003896A","PARENT_OF"
"10/3","0003896A","PARENT_OF"
"SFS150","0003896B","PARENT_OF"
"10/3","0003896B","PARENT_OF"
"SFS150","0003904B","PARENT_OF"
"10/3","0003904B","PARENT_OF"
"10/3","0003914","PARENT_OF"
"SFS150","0003914","PARENT_OF"
"2607/7","0004597","PARENT_OF"
"6/8","0004597","PARENT_OF"
"2607/7","0004607A","PARENT_OF"
"6/8","0004607A","PARENT_OF"
"2607/7","0004607B","PARENT_OF"
"6/8","0004607B","PARENT_OF"
"2607/7","0004607C","PARENT_OF"
"6/8","0004607C","PARENT_OF"
"2607/7","0004736","PARENT_OF"
"6/8","0004736","PARENT_OF"
"2607/7","0004740A","PARENT_OF"
"6/8","0004740A","PARENT_OF"
"2607/7","0004741","PARENT_OF"
"6/8","0004741","PARENT_OF"
"2607/7","0004741A","PARENT_OF"
"6/8","0004741A","PARENT_OF"
"901/2","0004841","PARENT_OF"
"6/8","0004841","PARENT_OF"
"901/2","0004843A","PARENT_OF"
"6/8","0004843A","PARENT_OF"
"901/2","0004843B","PARENT_OF"
"6/8","0004843B","PARENT_OF"
"2607/7","0004876A","PARENT_OF"
"6/8","0004876A","PARENT_OF"
"2607/7","0004876B","PARENT_OF"
"6/8","0004876B","PARENT_OF"
"2607/7","0004876C","PARENT_OF"
"6/8","0004876C","PARENT_OF"
"2607/7","0004876D","PARENT_OF"
"6/8","0004876D","PARENT_OF"
"901/2","0004904","PARENT_OF"
"6/8","0004904","PARENT_OF"
"901/2","0004909A","PARENT_OF"
"6/8","0004909A","PARENT_OF"
"901/2","0004909B","PARENT_OF"
"6/8","0004909B","PARENT_OF"
"901/2","0004923","PARENT_OF"
"6/8","0004923","PARENT_OF"
"510/2","0004990B","PARENT_OF"
"6/8","0004990B","PARENT_OF"
"510/2","0004990C","PARENT_OF"
"6/8","0004990C","PARENT_OF"
"510/2","0004992A","PARENT_OF"
"6/8","0004992A","PARENT_OF"
"510/2","0004992B","PARENT_OF"
"6/8","0004992B","PARENT_OF"
"510/2","0004995A","PARENT_OF"
"6/8","0004995A","PARENT_OF"
"901/2","0005020","PARENT_OF"
"6/8","0005020","PARENT_OF"
"901/2","0005032","PARENT_OF"
"6/8","0005032","PARENT_OF"
"901/2","0005141A","PARENT_OF"
"6/8","0005141A","PARENT_OF"
"901/2","0005141B","PARENT_OF"
"6/8","0005141B","PARENT_OF"
"901/2","0005144A","PARENT_OF"
"6/8","0005144A","PARENT_OF"
"901/2","0005144B","PARENT_OF"
"6/8","0005144B","PARENT_OF"
"1602/7","0005229A","PARENT_OF"
"6/8","0005229A","PARENT_OF"
"1602/7","0005229B","PARENT_OF"
"6/8","0005229B","PARENT_OF"
"1602/7","0005229C","PARENT_OF"
"6/8","0005229C","PARENT_OF"
"1602/7","0005307","PARENT_OF"
"6/8","0005307","PARENT_OF"
"901/2","0005356","PARENT_OF"
"6/8","0005356","PARENT_OF"
"901/2","0005358A","PARENT_OF"
"6/8","0005358A","PARENT_OF"
"901/2","0005358B","PARENT_OF"
"6/8","0005358B","PARENT_OF"
"901/2","0005358C","PARENT_OF"
"6/8","0005358C","PARENT_OF"
"1602/7","0005433","PARENT_OF"
"6/8","0005433","PARENT_OF"
"1602/7","0005521","PARENT_OF"
"6/8","0005521","PARENT_OF"
"1602/7","0005524A","PARENT_OF"
"6/8","0005524A","PARENT_OF"
"901/2","0005700A","PARENT_OF"
"15/10","0005700A","PARENT_OF"
"901/2","0005703","PARENT_OF"
"15/10","0005703","PARENT_OF"
"901/2","0005818","PARENT_OF"
"15/10","0005818","PARENT_OF"
"1602/7","0005847B","PARENT_OF"
"15/10","0005847B","PARENT_OF"
"1602/7","0005855B","PARENT_OF"
"15/10","0005855B","PARENT_OF"
"1602/7","0005857C","PARENT_OF"
"15/10","0005857C","PARENT_OF"
"1602/7","0005859","PARENT_OF"
"15/10","0005859","PARENT_OF"
"1602/7","0005864","PARENT_OF"
"15/10","0005864","PARENT_OF"
"1602/7","0005878A","PARENT_OF"
"15/10","0005878A","PARENT_OF"
"1602/7","0005885","PARENT_OF"
"15/10","0005885","PARENT_OF"
"1602/7","0005887A","PARENT_OF"
"15/10","0005887A","PARENT_OF"
"1602/7","0005887B","PARENT_OF"
"15/10","0005887B","PARENT_OF"
"1602/7","0005887C","PARENT_OF"
"15/10","0005887C","PARENT_OF"
"1602/7","0006025A","PARENT_OF"
"15/10","0006025A","PARENT_OF"
"1602/7","0006035","PARENT_OF"
"15/10","0006035","PARENT_OF"
"901/2","0006046","PARENT_OF"
"15/10","0006046","PARENT_OF"
"510/2","0006071","PARENT_OF"
"15/10","0006071","PARENT_OF"
"510/2","0006072A","PARENT_OF"
"15/10","0006072A","PARENT_OF"
"510/2","0006072B","PARENT_OF"
"15/10","0006072B","PARENT_OF"
"510/2","0006072C","PARENT_OF"
"15/10","0006072C","PARENT_OF"
"510/2","0006072E","PARENT_OF"
"15/10","0006072E","PARENT_OF"
"502/7","0006088","PARENT_OF"
"15/10","0006088","PARENT_OF"
"502/7","0006098B","PARENT_OF"
"15/10","0006098B","PARENT_OF"
"1602/7","0006154A","PARENT_OF"
"15/10","0006154A","PARENT_OF"
"1602/7","0006154B","PARENT_OF"
"15/10","0006154B","PARENT_OF"
"1602/7","0006173","PARENT_OF"
"15/10","0006173","PARENT_OF"
"1602/7","0006176","PARENT_OF"
"15/10","0006176","PARENT_OF"
"2607/7","0006196A","PARENT_OF"
"15/10","0006196A","PARENT_OF"
"2607/7","0006196B","PARENT_OF"
"15/10","0006196B","PARENT_OF"
"901/2","0006205A","PARENT_OF"
"15/10","0006205A","PARENT_OF"
"901/2","0006238A","PARENT_OF"
"15/10","0006238A","PARENT_OF"
"901/2","0006238B","PARENT_OF"
"15/10","0006238B","PARENT_OF"
"901/2","0006238C","PARENT_OF"
"15/10","0006238C","PARENT_OF"
"901/2","0006303","PARENT_OF"
"15/10","0006303","PARENT_OF"
"901/2","0006311","PARENT_OF"
"15/10","0006311","PARENT_OF"
"901/2","0006326","PARENT_OF"
"15/10","0006326","PARENT_OF"
"1602/7","0006369A","PARENT_OF"
"15/10","0006369A","PARENT_OF"
"1602/7","0006369B","PARENT_OF"
"15/10","0006369B","PARENT_OF"
"1602/7","0006379","PARENT_OF"
"15/10","0006379","PARENT_OF"
"1602/7","0006386A","PARENT_OF"
"15/10","0006386A","PARENT_OF"
"1602/7","0006386B","PARENT_OF"
"15/10","0006386B","PARENT_OF"
"1602/7","0006398A","PARENT_OF"
"15/10","0006398A","PARENT_OF"
"1602/7","0006398B","PARENT_OF"
"15/10","0006398B","PARENT_OF"
"502/7","0006553A","PARENT_OF"
"15/10","0006553A","PARENT_OF"
"502/7","0006553B","PARENT_OF"
"15/10","0006553B","PARENT_OF"
"502/7","0006559A","PARENT_OF"
"15/10","0006559A","PARENT_OF"
"502/7","0006559B","PARENT_OF"
"15/10","0006559B","PARENT_OF"
"502/7","0006560A","PARENT_OF"
"15/10","0006560A","PARENT_OF"
"1602/7","0006572B","PARENT_OF"
"15/10","0006572B","PARENT_OF"
"1602/7","0006582","PARENT_OF"
"15/10","0006582","PARENT_OF"
"1602/7","0006584A","PARENT_OF"
"15/10","0006584A","PARENT_OF"
"1602/7","0006584B","PARENT_OF"
"15/10","0006584B","PARENT_OF"
"1602/7","0006598A","PARENT_OF"
"15/10","0006598A","PARENT_OF"
"1602/7","0006598B","PARENT_OF"
"15/10","0006598B","PARENT_OF"
"2607/7","0006759","PARENT_OF"
"15/10","0006759","PARENT_OF"
"16/163","0006965","PARENT_OF"
"15/10","0006965","PARENT_OF"
"2607/7","0007038A","PARENT_OF"
"15/10","0007038A","PARENT_OF"
"2607/7","0007038B","PARENT_OF"
"15/10","0007038B","PARENT_OF"
"2607/7","0007038C","PARENT_OF"
"15/10","0007038C","PARENT_OF"
"2607/7","0007038D","PARENT_OF"
"15/10","0007038D","PARENT_OF"
"2607/7","0007039","PARENT_OF"
"15/10","0007039","PARENT_OF"
"2607/7","0007261","PARENT_OF"
"15/10","0007261","PARENT_OF"
"2607/7","0007329","PARENT_OF"
"15/10","0007329","PARENT_OF"
"2607/7","0007426C","PARENT_OF"
"15/10","0007426C","PARENT_OF"
"2607/7","0007428A","PARENT_OF"
"15/10","0007428A","PARENT_OF"
"2607/7","0007431A","PARENT_OF"
"15/10","0007431A","PARENT_OF"
"2607/7","0007431B","PARENT_OF"
"15/10","0007431B","PARENT_OF"
"2607/7","0007431C","PARENT_OF"
"15/10","0007431C","PARENT_OF"
"901/2","0007477","PARENT_OF"
"BB35","0007477","PARENT_OF"
"901/2","0007480A","PARENT_OF"
"BB35","0007480A","PARENT_OF"
"901/2","0007506C","PARENT_OF"
"BB35","0007506C","PARENT_OF"
"2607/7","0007514A","PARENT_OF"
"15/10","0007514A","PARENT_OF"
"2607/7","0007514B","PARENT_OF"
"15/10","0007514B","PARENT_OF"
"2607/7","0007514C","PARENT_OF"
"15/10","0007514C","PARENT_OF"
"510/2","0007607","PARENT_OF"
"15/10","0007607","PARENT_OF"
"510/2","0007608","PARENT_OF"
"15/10","0007608","PARENT_OF"
"1602/7","0007692A","PARENT_OF"
"BB35","0007692A","PARENT_OF"
"1602/7","0007692B","PARENT_OF"
"BB35","0007692B","PARENT_OF"
"1602/7","0007706","PARENT_OF"
"BB35","0007706","PARENT_OF"
"1602/7","0007812A","PARENT_OF"
"BB35","0007812A","PARENT_OF"
"1602/7","0007812B","PARENT_OF"
"BB35","0007812B","PARENT_OF"
"1602/7","0007814A","PARENT_OF"
"BB35","0007814A","PARENT_OF"
"1602/7","0007814B","PARENT_OF"
"BB35","0007814B","PARENT_OF"
"1602/7","0007829","PARENT_OF"
"BB35","0007829","PARENT_OF"
"1602/7","0007839A","PARENT_OF"
"BB35","0007839A","PARENT_OF"
"1602/7","0007839B","PARENT_OF"
"BB35","0007839B","PARENT_OF"
"1602/7","0007901","PARENT_OF"
"BB35","0007901","PARENT_OF"
"1602/7","0007902","PARENT_OF"
"BB35","0007902","PARENT_OF"
"803/17","0007947B","PARENT_OF"
"15/10","0007947B","PARENT_OF"
"803/17","0007955A","PARENT_OF"
"15/10","0007955A","PARENT_OF"
"1602/7","0007963","PARENT_OF"
"BB35","0007963","PARENT_OF"
"1602/7","0007979A","PARENT_OF"
"BB35","0007979A","PARENT_OF"
"1602/7","0007979B","PARENT_OF"
"BB35","0007979B","PARENT_OF"
"1602/7","0007990A","PARENT_OF"
"BB35","0007990A","PARENT_OF"
"1602/7","0007990B","PARENT_OF"
"BB35","0007990B","PARENT_OF"
"1602/7","0008000A","PARENT_OF"
"BB35","0008000A","PARENT_OF"
"502/7","0008123","PARENT_OF"
"15/10","0008123","PARENT_OF"
"803/17","0100155A","PARENT_OF"
"864","0100155A","PARENT_OF"
"803/17","0100170","PARENT_OF"
"864","0100170","PARENT_OF"
"803/17","0100171A","PARENT_OF"
"864","0100171A","PARENT_OF"
"803/17","0100171B","PARENT_OF"
"864","0100171B","PARENT_OF"
"803/17","0100172A","PARENT_OF"
"864","0100172A","PARENT_OF"
"803/17","0100172B","PARENT_OF"
"864","0100172B","PARENT_OF"
"803/17","0100172C","PARENT_OF"
"864","0100172C","PARENT_OF"
"803/17","0100172D","PARENT_OF"
"864","0100172D","PARENT_OF"
"803/17","0100172E","PARENT_OF"
"864","0100172E","PARENT_OF"
"803/17","0100173","PARENT_OF"
"864","0100173","PARENT_OF"
"803/17","0100176A","PARENT_OF"
"864","0100176A","PARENT_OF"
"803/17","0100176B","PARENT_OF"
"864","0100176B","PARENT_OF"
"803/17","0100178","PARENT_OF"
"864","0100178","PARENT_OF"
"803/17","0100179A","PARENT_OF"
"864","0100179A","PARENT_OF"
"803/17","0100179B","PARENT_OF"
"864","0100179B","PARENT_OF"
"803/17","0100179C","PARENT_OF"
"864","0100179C","PARENT_OF"
"803/17","0100179D","PARENT_OF"
"864","0100179D","PARENT_OF"
"803/17","0100179E","PARENT_OF"
"864","0100179E","PARENT_OF"
"502/7","0100190A","PARENT_OF"
"PC110","0100190A","PARENT_OF"
"502/7","0100190B","PARENT_OF"
"PC110","0100190B","PARENT_OF"
"502/7","0100193","PARENT_OF"
"PC110","0100193","PARENT_OF"
"502/7","0100204","PARENT_OF"
"PC110","0100204","PARENT_OF"
"502/7","0100207B","PARENT_OF"
"PC110","0100207B","PARENT_OF"
"502/7","0100214","PARENT_OF"
"PC110","0100214","PARENT_OF"
"502/7","0100224A","PARENT_OF"
