ID	Female_parent	Male_parent
0400423	9400430	10/3
0400424	9400430	10/3
0400425	9400430	10/3
0400426	9400430	10/3
0400431	9400430	10/3
0400449	9400430	10/3
0400458	9400430	10/3
0400463	9400430	10/3
0400464	9400430	10/3
0400468	9400430	10/3
0400476	9400430	10/3
0400479	9400430	10/3
0400483	9400208	303/577
0400487	9400208	303/577
0400499	9400208	303/577
0400524	9400201	303/577
0400528	9400201	303/577
0400549	9400201	6/8
0400550	9400201	6/8
0400559	9400201	6/8
0400582	9400430	BB35
0400590	9400430	BB35
0400600	9400430	BB35
0400625	9400430	303/577
0400676	9400430	303/577
0400710	9400201	6/8
0400717	9400201	6/8
0400740	9400208	6/8
0400763	9400430	303/577
0400796	9400430	303/577
0400807	9400430	303/577
0400829	9400208	6/8
0400830	9400208	6/8
0400836	9400208	6/8
0400871	9400201	6/8
0400911	9400430	303/577
0400926	9400430	303/577
0400941	9400430	303/577
0400942	9400430	303/577
0400976	9400201	EJULU
0400982	9400201	EJULU
0401000	9400208	6/8
0401006	9400208	6/8
0401033	9400430	EJULU
0401034	9400430	EJULU
0401042	9400430	EJULU
0401076	9400430	EJULU
0401099	9400201	303/577
0401112	9400201	303/577
0401114	9400201	303/577
0401118	9400201	303/577
0401121	9400201	303/577
0401123	9400201	303/577
0401136	9400430	EJULU
0401142	9400430	EJULU
0401153	9400430	EJULU
0401159	9400430	EJULU
0401193	9400430	EJULU
0401242	9400258	6/8
0401273	9400201	303/577
0401277	9400201	303/577
0401281	9400201	303/577
0401285	9400201	303/577
0401295	9400201	303/577
0401307	9400201	303/577
0401311	9400201	303/577
0401319	9400201	303/577
0401328	9400201	303/577
0401329	9400201	303/577
0401364	9400208	6/8
0401375	9400430	EJULU
0401403	9400430	EJULU
0401425	9400430	EJULU
0401434	9400430	EJULU
0401460	9400430	14/140
0401465	9400430	14/140
0401479	9400430	14/140
0401496	9400430	14/140
0401502	9400430	14/140
0401503	9400430	14/140
0401505	9400430	14/140
0401508	9400430	14/140
0401515	9400201	6/8
0401527	9400201	6/8
0401542	9400201	303/577
0401543	9400201	303/577
0401603	9400208	6/8
0401604	9400208	6/8
0401605	9400208	6/8
0401615	9400201	303/577
0401618	9400201	303/577
0401625	9400201	303/577
0401627	9400201	303/577
0401642	9400201	303/577
0401651	9400208	303/577
0401662	9400208	303/577
0401687	9400430	14/140
0401689	9400430	14/140
0401710	9400430	14/140
0401713	9400430	14/140
0401720	9400430	14/140
0401797	9400430	14/140
0401806	9400430	14/140
0401826	9400430	14/140
0401839	9400430	14/140
0401840	9400430	14/140
0401874	9400201	16/163
0401875	9400201	16/163
0401876	9400201	16/163
0401928	9400208	303/577
0401932	9400201	16/163
0401934	9400201	16/163
0401997	9400208	16/163
0402013	9400430	16/163
0402024	9400430	16/163
0402042	9400430	16/163
0402044	9400430	16/163
0402055	9400430	16/163
0402058	9400430	16/163
0402067	9400430	16/163
0402072	9400430	16/163
0402087	9400201	16/163
0402090	9400201	16/163
0402094	9400201	16/163
0402106	9400201	16/163
0402109	9400201	16/163
0402120	9400201	16/163
0402150	9400201	6/8
0402197	9400258	16/163
0402234	9400430	16/163
0402249	9400430	16/163
0402254	9400430	16/163
0402275	9400258	6/8
0402336	9400201	BB35
0402339	9400201	BB35
0402340	9400201	BB35
0402386	9400258	16/163
0402413	9400201	16/163
0402435	9400201	16/163
0402439	9400201	16/163
0402490	9400201	16/163
0402505	9400201	6/8
0402604	9400430	16/163
0402605	9400430	16/163
0402607	9400430	16/163
0402617	9400430	16/163
0402631	9400430	16/163
0402640	9400430	16/163
0402658	9400430	16/163
0402665	9400430	16/163
0402721	9400201	BB35
0402726	9400201	BB35
0402742	9400258	EJULU
0402757	9400258	EJULU
0402770	9400258	EJULU
0402800	9400208	303/577
0402805	9400208	303/577
0402816	9400208	303/577
0402826	9400201	EJULU
0402839	9400201	EJULU
0402847	9400201	EJULU
0402866	9400258	EJULU
0402885	9400430	BB35
0402888	9400430	BB35
0402900	9400430	BB35
0402907	9400430	BB35
0402909	9400430	BB35
0402912	9400430	BB35
0402922	9400430	BB35
0402928	9400430	BB35
0402950	9400430	BB35
0402993	9400258	EJULU
0403036	9400201	BB35
0403041	9400201	BB35
0403045	9400201	BB35
0403049	9400201	BB35
0403065	9400258	EJULU
0403076	9400258	EJULU
0403077	9400258	EJULU
0403117	9400430	BB35
0403133	9400430	16/163
0403138	9400430	16/163
0403140	9400430	16/163
0403145	9400430	BB35
0403166	9400430	BB35
0403171	9400430	BB35
0403187	9400430	BB35
0403193	9400430	BB35
0403227	9400258	6/8
0403236	9400258	6/8
0403248	9400430	6/8
0403258	9400430	6/8
0403265	9400430	6/8
0403271	9400430	6/8
0403273	9400430	6/8
0403280	9400430	6/8
0403293	9400258	16/163
0403327	9400258	16/163
0403346	9400258	6/8
0403358	9400258	EJULU
0403382	9400201	16/163
0403446	9400208	16/163
0403448	9400208	16/163
0403454	9400430	6/8
0403457	9400430	6/8
0403462	9400430	6/8
0403464	9400430	6/8
0403468	9400430	6/8
0403483	9400201	EJULU
0403507	9400201	EJULU
0403509	9400201	EJULU
0403534	9400258	303/577
0403540	9400258	303/577
0403593	9400201	16/163
0403603	9400201	16/163
0403627	9400258	303/577
0403643	9400258	303/577
0403648	9400258	303/577
0403659	9400201	EJULU
0403660	9400201	EJULU
0403668	9400201	EJULU
0403716	BB35	9400225
0403730	BB35	9400225
0403732	16/163	9400225
0403755	BB35	9400225
0403759	BB35	9400225
0403795	14/140	9400225
0403847	9400258	13/005
0403861	9400258	13/005
0403915	9400430	6/8
0403922	9400430	6/8
0403923	9400430	6/8
0403930	9400430	6/8
0403937	9400430	6/8
0403981	9400430	6/8
0404007	9400430	6/8
0404065	9400208	9400225
0404066	9400208	9400225
0404093	9400430	9400225
0404104	9400430	9400225
0404109	9400430	9400225
0404145	9400208	9400225
0404150	9400208	9400225
0404159	9400208	9400225
0404202	9400201	BB35
0404206	9400201	BB35
0404214	9400201	BB35
0404218	9400201	BB35
0404239	9400208	303/577
0404243	9400208	303/577
0404257	9400208	303/577
0404298	9400258	303/577
0404444	BB35	9400225
0404456	BB35	9400225
0404458	BB35	9400225
0404462	BB35	9400225
0404474	9400430	9400225
0404549	9400208	9400225
0404576	BB35	9400225
0404586	BB35	9400225
0404615	9400208	9400225
0404617	9400208	9400225
0404629	9400208	9400225
0404647	9400208	9400225
0404664	9400430	9400225
0404674	9400430	9400225
0404695	9400430	9400225
0404700	9400430	9400225
0404757	16/163	9400225
0404784	14/140	9400225
0404789	14/140	9400225
0404804	BB35	9400225
0404805	BB35	9400225
0404807	BB35	9400225
0404823	BB35	9400225
0404826	BB35	9400225
0404833	BB35	9400225
0404871	16/163	9400225
0404893	BB35	9400225
0404897	BB35	9400225
0404910	9400201	EJULU
0404935	9400208	303/577
0404937	9400208	303/577
0404939	9400208	303/577
0404940	9400208	303/577
0404956	BB35	9400225
0404957	BB35	9400225
0404971	BB35	9400225
0404974	BB35	9400225
0404976	BB35	9400225
0405004	14/140	9400225
0405021	9400208	303/577
0405041	9400248	MRTM1
0405067	9400248	MRTM1
0405071	9400430	13/005
0405073	9400430	13/005
0405088	9400430	13/005
0405093	9400430	13/005
0405106	9400430	13/005
0405109	9400430	13/005
0405208	9400248	MRTM1
0405223	9400248	MRTM1
0405225	9400248	MRTM1
0405226	9400248	MRTM1
0405227	9400248	MRTM1
0405228	9400248	MRTM1
0405236	9400248	MRTM1
0405295	9400430	9400225
0405340	9400258	303/577
0405344	9400258	303/577
0405380	9400258	9400430
0405407	9400208	16/163
0405424	9400248	MRTM1
0405425	9400248	MRTM1
0405435	9400248	MRTM1
0405437	9400248	MRTM1
0405442	9400248	MRTM1
0405474	9400258	9400430
0405502	9400248	MRTM1
0405509	9400248	MRTM1
0405511	9400248	MRTM1
0405550	9400430	9400225
0405565	9400430	9400225
0405592	9400248	MRTM1
0405607	9400248	MRTM1
0405616	9400248	MRTM1
0405621	9400248	MRTM1
0405651	9400201	10/3
0405676	9400430	13/005
0405746	9400201	10/3
0405758	9400201	10/3
0405759	9400201	10/3
0405764	9400201	10/3
0405769	9400201	10/3
0405839	9400258	9400430
0405879	9400201	10/3
0405886	9400201	10/3
0405891	9400201	10/3
0405894	9400201	10/3
0405900	9400201	10/3
0405904	9400201	10/3
0405907	9400201	10/3
0405912	9400201	10/3
0405917	9400201	10/3
0405918	9400201	10/3
0405921	9400201	10/3
0405953	14/140	9400225
0405954	14/140	9400225
0405975	9400430	13/005
0405982	9400430	13/005
0406015	9400201	10/3
0406016	9400201	10/3
0406021	9400201	10/3
0406105	9400208	9400225
0406110	9400208	9400225
0406117	9400208	9400225
0406118	9400208	9400225
0406131	9400430	13/005
0406132	9400430	13/005
0406140	9400430	13/005
0406147	9400430	13/005
0406183	9400201	EJULU
0406202	9400201	9400430
0406221	9400201	9400430
0406226	9400201	9400430
0406228	9400201	9400430
0406232	9400201	9400430
0406234	9400201	9400430
0406235	9400201	9400430
0406283	9400208	9400225
0406288	9400208	9400225
0406298	9400208	9400225
0406310	9400208	9400225
0406339	9400208	9400225
0406344	9400201	9400430
0406347	9400201	9400430
0406473	9400201	9400430
0406475	9400201	9400430
0406481	9400201	9400430
0406495	9400201	9400430
0406497	9400201	9400430
0406502	16/163	9400225
0406507	16/163	9400225
0406620	9400430	9400201
0406624	9400430	9400201
0406626	9400430	9400201
0406644	9400430	9400201
0406646	9400430	9400201
0406654	9400430	9400201
0406657	9400430	9400201
0406659	9400430	9400201
0406665	9400430	9400201
0406691	9400430	9400201
0406700	9400430	9400201
0406751	9400201	9400430
0406761	9400201	9400430
0406769	9400201	9400430
0406772	9400201	9400430
0406775	9400201	9400430
0406820	9400208	16/163
0406864	9400231	9400225
0406929	9400201	14/140
0406942	9400201	14/140
0406946	9400201	14/140
0406947	9400201	14/140
0406963	9400208	9400201
0406971	9400208	9400201
0406975	9400208	9400201
0406987	9400208	9400201
0407035	9400258	10/3
0407056	9400201	10/3
0407062	9400201	10/3
0407069	9400201	10/3
0407077	9400201	14/140
0407078	9400201	14/140
0407091	9400201	14/140
0407095	9400201	14/140
0407106	9400258	10/3
0407113	9400258	10/3
0407136	9400258	10/3
0407167	9400430	9400231
0407175	9400430	9400231
0407177	9400430	9400231
0407212	9400430	9400231
0407227	9400208	16/163
0407234	9400208	16/163
0407240	9400208	16/163
0407249	9400208	16/163
0407260	9400208	16/163
0407285	9400201	14/140
0407303	9400201	14/140
0407310	9400201	14/140
0407312	9400201	14/140
0407313	9400201	14/140
0407403	9400208	9400201
0407427	9400208	9400201
0407461	9400430	9400231
0407466	9400430	9400231
0407478	9400430	9400231
0407480	9400430	9400231
0407520	9400430	9400231
0407546	9400225	9400258
0407561	9400201	14/140
0407575	9400201	14/140
0407589	9400201	14/140
0407612	9400208	9400201
0407628	9400208	9400201
0407704	9400208	9400201
0407708	9400208	9400201
0407756	9400201	14/140
0407759	9400201	14/140
0407836	9400201	14/140
0407839	9400201	14/140
0407844	9400201	14/140
0407865	9400208	9400201
0407866	9400208	9400201
0407868	9400208	9400201
0407874	9400208	9400201
0407883	9400208	9400201
0407889	9400208	9400201
0407903	9400258	14/140
0407925	9400225	9400258
0407964	9400201	14/140
0407966	9400201	14/140
0407981	9400201	14/140
0407986	9400201	14/140
0408008	9400201	14/140
0408019	9400208	9400201
0408021	9400208	9400201
0408027	9400208	9400201
0408040	9400258	14/140
0408162	9400258	14/140
0408186	BB35	9400208
0408196	BB35	9400208
0408203	BB35	9400208
0408204	BB35	9400208
0408212	BB35	9400208
0408215	BB35	9400208
0408217	BB35	9400208
0408219	BB35	9400208
0408220	BB35	9400208
0408222	BB35	9400208
0408225	BB35	9400208
0408228	BB35	9400208
0408229	BB35	9400208
0408358	BB35	9400208
0408366	BB35	9400208
0408372	BB35	9400208
0408379	BB35	9400208
0408387	BB35	9400208
0408389	BB35	9400208
0408419	9400208	14/140
0408427	9400208	14/140
0408429	9400208	14/140
0408624	9400208	14/140
0408630	9400208	14/140
0408631	9400208	14/140
0408646	BB35	9400208
0408649	BB35	9400208
0408652	BB35	9400208
0408653	BB35	9400208
0408657	BB35	9400208
0408658	BB35	9400208
0408668	9400201	9400258
0408683	9400201	9400258
0408727	9400201	13/005
0408736	9400201	13/005
0408740	9400201	13/005
0408744	9400201	13/005
0408801	BB35	9400208
0408806	BB35	9400208
0408808	BB35	9400208
0408831	BB35	9400208
0408848	BB35	9400258
0408858	BB35	9400258
0408862	BB35	9400258
0408871	BB35	9400258
0408873	BB35	9400258
0408882	BB35	9400258
0408885	BB35	9400258
0408899	BB35	9400258
0408901	BB35	9400258
0408902	BB35	9400258
0408909	BB35	9400258
0408912	BB35	9400258
0408913	BB35	9400258
0408915	BB35	9400258
0408921	BB35	9400258
0408923	BB35	9400258
0408937	BB35	9400258
0408945	6/8	9400225
0408960	6/8	9400225
0408997	BB35	9400258
0409025	BB35	9400258
0409028	BB35	9400258
0409029	BB35	9400258
0409037	BB35	9400258
0409068	6/8	9400225
0409118	9400201	13/005
0409130	9400201	13/005
0409139	9400201	13/005
0409159	9400201	13/005
0409187	9400201	13/005
0409214	9400201	9400258
0409238	9400208	13/005
0409281	BB35	9400258
0409283	BB35	9400258
0409294	6/8	9400225
0409325	9400225	EJULU
0409336	9400201	13/005
0409344	9400201	13/005
0409351	9400201	13/005
0409357	9400201	13/005
0409381	9400201	13/005
0409387	9400201	13/005
0409397	9400201	13/005
0409424	6/8	9400225
0409439	9400201	13/005
0409441	9400201	13/005
0409449	9400201	13/005
0409450	9400201	13/005
0409471	9400208	13/005
0409476	9400208	13/005
0409534	9400201	9400258
0409540	9400201	9400258
0409562	9400201	9400258
0409563	9400201	9400258
0409584	9400208	EJULU
0409600	9400208	EJULU
0409644	9400201	9400258
0409778	14/140	9400208
0409796	6/8	9400225
0409880	9400201	9400258
0409894	9400201	9400258
0409900	9400201	9400258
0409932	9400208	13/005
0409933	9400208	13/005
0409956	13/005	9400208
0500030	9400258	9400225
0500136	9400258	9400225
0500183	6/8	9400225
0500247	9400340	9400225
0500252	9400258	9400225
0500362	9400258	9501221
0500385	9400258	9501221
0500452	9400258	6/8
0500493	9400340	9400225
0500503	9400258	6/8
0500513	9400258	6/8
0500553	9400340	9400225
0500558	9400340	9400225
0500567	9400258	9501221
0500599	9400258	9501221
0500609	9400258	9501221
0500614	9400258	9501221
0500643	9400340	9400225
0500646	9400340	9400225
0500670	9400340	9400225
0500747	9400340	9400225
0500804	9400258	6/8
0500817	9400258	6/8
0500831	9400258	6/8
0500832	9400258	6/8
0500852	9400258	9400914
0500862	9501702	9400225
0500870	9501702	9400225
0500875	9400258	6/8
0500877	9400258	6/8
0500878	9400258	6/8
0500879	9400258	6/8
0500888	9400258	6/8
0500890	9400258	6/8
0500927	9400258	9400914
0500944	9400258	9400914
0501017	9400340	9400914
0501023	9400340	9400914
0501085	9501702	9400225
0501131	9400303	9400225
0501142	9400303	9400225
0501153	9400348	9400225
0501155	9400348	9400225
0501166	9400348	9400225
0501236	9400258	9400914
0501305	9501221	9400225
0501326	9501221	9400225
0501346	9501702	9400225
0501366	9501702	9400225
0501398	9400258	9501634
0501400	9400258	9501634
0501459	9400258	9501634
0501462	9400340	9501634
0501465	9400340	9501634
0501498	9400340	9501634
0501499	9400340	9501634
0501518	9501221	9400225
0501546	6/8	9400225
0501563	9501702	9400225
0501682	9400258	9501818a
0501701	9400303	9400225
0501715	9400303	9400225
0501719	9400348	9400225
0501815	9501702	9400225
0501838	6/8	9400225
0501866	9400258	9501818a
0501881	9400348	9400225
0501892	6/8	9400225
0501996	9501221	9400225
0502023	9501221	9501818a
0502026	9501221	9501818a
0502057	9400258	9501818a
0502068	9400340	9400914
0502091	9501221	9400340
0502125	9400258	9501634
0502129	9400258	9501634
0502270	13/005	9400225
0502420	9501221	9501818a
0502444	9501221	9501818a
0502460	9501221	9400340
0502473	9501221	9501818a
0502484	9501221	9501818a
0502529	9400303	9400225
0502531	9400348	9400225
0502544	9400914	9400340
0502548	9400914	9400340
0502581	9400258	9501634
0502586	9400258	9501634
0502590	9400258	9501634
0502643	9501702	9400225
0502644	9501702	9400225
0502648	9501702	9400225
0502725	9400303	9400225
0502740	9400303	9400225
0502776	9400303	9400225
0502778	9400303	9400225
0502792	9400340	9501634
0502811	9501702	9400225
0502834	9501221	9400340
0502930	9400340	9501634
0502966	9501221	9501818a
0502993	6/8	9400914
0503069	6/8	9400914
0503073	9400340	9400914
0503090	9501702	9400340
0503096	9501702	9400340
0503102	9501702	9400340
0503104	9501702	9400340
0503108	9501702	9400340
0503130	13/005	9400225
0503153	6/8	9400914
0503167	6/8	9400914
0503187	9400258	9501818a
0503217	9400303	9501634
0503220	9400303	9501634
0503222	9400303	9501818a
0503262	9501221	9501818a
0503293	9501634	9400225
0503326	9400340	9501634
0503357	9501702	9400340
0503366	9501702	9400340
0503379	9400340	9501634
0503402	9400303	9501221
0503473	6/8	9400914
0503474	6/8	9400914
0503520	9501702	9501221
0503531	9400340	9501221
0503571	9501702	9501221
0503584	9501702	9501221
0503621	13/005	9400225
0503631	9400340	9501221
0503662	9501634	9400115
0503663	9501634	9400115
0503751	9501702	9400340
0503763	9501702	9400340
0503772	9501702	9400340
0503774	9501702	9400340
0503775	9501702	9400340
0503786	9501702	9400340
0503791	9501702	9400340
0503800	9501702	9400340
0503805	9400340	9501634
0503837	13/005	9400225
0503865	13/005	9400225
0503881	9501702	6/8
0503897	9501634	9400225
0503938	9501702	6/8
0503983	9400303	9501818a
0503985	9400303	9501818a
0503989	9400303	9501818a
0503991	6/8	9400340
0504004	6/8	9400340
0504009	6/8	9400340
0504017	13/005	9400225
0504021	6/8	9400340
0504045	9501702	6/8
0504063	9400348	9400225
0504095	9501702	9501818a
0504101	9501702	9501818a
0504103	9501702	9501818a
0504113	9501702	9501818a
0504167	9501634	9400225
0504182	13/005	9400225
0504242	6/8	9501634
0504247	6/8	9501634
0504261	9501702	9400348
0504264	9501702	9400348
0504275	9400340	9501634
0504283	9400340	9501634
0504287	9400340	9501634
0504320	9501634	9400225
0504324	6/8	9501634
0504331	6/8	9501634
0504352	9501702	9400303
0504362	9501702	9400303
0504373	9501634	9400303
0504401	9501634	9400303
0504429	9501702	6/8
0504431	9501702	6/8
0504440	9501702	6/8
0504471	9501702	9501617
0504492	9400303	9501617
0504493	9400303	9501617
0504508	9501702	9501617
0504547	9501702	9400340
0504550	9501702	9400340
0504554	9501702	9400340
0504557	9501702	9400340
0504562	9501702	9400340
0504569	9501702	9400340
0504635	6/8	9501617
0504638	6/8	9501617
0504643	6/8	9501617
0504649	6/8	9501617
0504670	9400340	9501617
0504677	9501702	6/8
0504693	9501702	6/8
0504698	9501702	6/8
0504712	9501702	6/8
0504717	9501702	6/8
0504729	6/8	9501617
0504737	6/8	9501617
0504749	6/8	9501617
0504750	6/8	9501617
0504752	6/8	9501634
0504759	6/8	9501634
0504765	6/8	9501634
0504771	6/8	9501221
0504777	6/8	9501221
0504784	6/8	9501221
0504788	6/8	9501221
0504811	6/8	9501221
0504817	6/8	9501221
0504840	9501634	9400303
0504843	9501634	9400303
0504854	9501634	9400303
0504871	6/8	9501617
0504877	6/8	9501617
0504888	6/8	9501617
0504960	9501702	6/8
0504978	9400340	9501617
0504992	9501702	9400303
0505006	9501702	9400303
0505010	9501702	9400303
0505014	9501702	9400303
0505016	9501702	9400303
0505051	6/8	9501617
0505096	9501702	9400303
0505104	6/8	9501634
0505107	6/8	9501634
0505134	6/8	9501617
0505139	6/8	9501617
0505170	9501702	9501617
0505172	9501702	9501818a
0505182	9501702	9501818a
0505183	9501702	9501818a
0505234	6/8	9400340
0505239	6/8	9400340
0505243	6/8	9400340
0505249	6/8	9400340
0505252	6/8	9400340
0505260	6/8	9400340
0505288	6/8	9400340
0505298	6/8	9400340
0505309	9501702	9501818a
0505319	9501634	9400303
0505352	6/8	9400340
0505367	9501702	9501617
0505369	9501702	9501617
0505371	9501702	9501617
0505372	9501702	9501617
0505378	9501702	9501617
0505426	6/8	9400340
0505443	9501702	9400303
0505451	6/8	9501617
0505482	9501702	9400303
0505494	6/8	9400348
0505498	6/8	9400348
0505528	9501702	9400303
0505529	9501702	9400303
0505587	6/8	9400340
0505592	6/8	9400340
0505598	6/8	9400340
0505604	6/8	9400348
0505622	6/8	9400303
0505632	6/8	9400303
0505633	6/8	9400303
0505639	6/8	9400303
0505643	6/8	9400303
0505645	6/8	9400303
0505647	6/8	9400303
0505665	MRTM1	BB21
0505680	MRTM1	BB21
0505685	MRTM1	BB21
0505710	EJULU	BB21
0505741	MRTM1	BB21
0505747	MRTM1	BB21
0505752	MRTM1	BB21
0505763	TL1	BB21
0505775	TL1	BB21
0505780	TL1	BB21
0505806	MRTM1	BB21
0505814	MRTM1	BB21
0505852	MRTM1	BB21
0505853	MRTM1	BB21
0505872	MRTM1	BB21
0505880	MRTM1	BB21
0505904	MRTM1	BB21
0505905	MRTM1	BB21
0505908	MRTM1	BB21
0505910	MRTM1	BB21
0505922	TL1	BB21
0505958	MRTM1	BB21
0505976	MRTM1	BB21
0505981	BB35	BB21
0506011	EJULU	BB21
0506035	EJULU	BB21
0506043	EJULU	BB21
0506057	EJULU	BB21
0506103	EJULU	BB21
0506113	EJULU	BB21
0506123	EJULU	BB21
0506131	BB35	BB21
0506162	TL1	BB21
0506174	BB35	BB21
0506200	BB35	BB21
0506206	BB35	BB21
0506209	BB35	BB21
0506222	TL1	BB21
0506246	EJULU	BB21
0506252	EJULU	BB21
0506259	TL1	BB21
0506327	BB35	BB21
0506356	6/8	9400303
0506382	6/8	9400303
0506405	6/8	9400348
0506411	BB35	BB21
0506422	BB35	BB21
0506429	BB35	BB21
0506460	BB35	BB21
0506487	TL1	BB21
0506489	TL1	BB21
0506522	TL1	BB21
0506558	6/8	9400348
0506593	6/8	9400303
0506611	6/8	9400303
0506638	EJULU	C.Oleifera
0506709	MRTM1	C.Irrawadiensis
0506762	BB35	C.Oleifera
0506778	MRTM1	K-purple
0506783	MRTM1	K-purple
0506807	EJULU	K-purple
0506836	EJULU	C.Oleifera
0506842	MRTM1	K-purple
0506847	MRTM1	K-purple
0506848	MRTM1	K-purple
0506857	TL1	C.Irrawadiensis
0506914	BB35	C.Oleifera
0506959	TL1	C.Irrawadiensis
0506961	TL1	C.Irrawadiensis
0506972	TL1	C.Irrawadiensis
0506980	TL1	C.Irrawadiensis
0506982	TL1	C.Irrawadiensis
0506995	TL1	C.Irrawadiensis
0507068	TL1	C.Irrawadiensis
0507070	TL1	C.Irrawadiensis
0507073	TL1	C.Irrawadiensis
0507074	TL1	C.Irrawadiensis
0507078	TL1	C.Irrawadiensis
0507081	TL1	C.Irrawadiensis
0507156	6/8	9400303
0507174	6/8	9400303
0507175	6/8	9400303
0507176	6/8	9400303
0507233	MFS87	C.Irrawadiensis
0507301	MRTM1	C.Irrawadiensis
0507306	MRTM1	C.Irrawadiensis
0507319	MRTM1	C.Irrawadiensis
0507330	MFS87	C.Irrawadiensis
0507354	MRTM1	C.Irrawadiensis
0507412	MFS87	C.Irrawadiensis
0507519	MFS87	C.Irrawadiensis
0507524	MFS87	C.Irrawadiensis
0507532	MFS87	C.Irrawadiensis
0507586	MFS87	C.Irrawadiensis
0507592	MFS87	C.Irrawadiensis
0507596	MFS87	C.Irrawadiensis
0507609	EJULU	C.Irrawadiensis
0507617	EJULU	C.Irrawadiensis
0507641	TL1	C.Irrawadiensis
0507646	TL1	C.Irrawadiensis
0507681	MFS87	C.Irrawadiensis
0507682	MFS87	C.Irrawadiensis
0507687	MFS87	C.Irrawadiensis
0507713	MRTM1	K-purple
0507726	MRTM1	K-purple
0507731	EJULU	K-purple
0507735	EJULU	K-purple
0507750	TL1	C.Irrawadiensis
0507795	MFS87	K-purple
0507799	MFS87	K-purple
0507804	TL1	K-purple
0507828	BB35	K-purple
0507837	MRTM1	K-purple
0507900	MRTM1	BB21
0507920	EJULU	BB21
0507971	MFS87	BB21
0507981	MFS87	BB21
0507984	MFS87	BB21
0508008	EJULU	BB21
0508040	MFS87	BB21
0508041	EJULU	BB21
0508061	MFS87	BB21
0508078	EJULU	BB21
0508110	MFS87	BB21
0508113	MFS87	BB21
0508116	EJULU	BB21
0508146	MFS87	BB21
0508147	MFS87	BB21
0508181	EJULU	C.Irrawadiensis
