ID	Female_parent	Male_parent
0400922d	9400430	303/577
0400932a	9400430	303/577
0400932b	9400430	303/577
0400934b	9400430	303/577
0400938a	9400430	303/577
0400939a	9400430	303/577
0400939b	9400430	303/577
0400939c	9400430	303/577
0400939d	9400430	303/577
0400943c	9400430	303/577
0400945a	9400430	303/577
0400945b	9400430	303/577
0400950a	9400430	303/577
0400950b	9400430	303/577
0400950c	9400430	303/577
0400956b	9400430	EJULU
0400956c	9400430	EJULU
0400956e	9400430	EJULU
0400962a	9400201	EJULU
0400968a	9400201	EJULU
0400968b	9400201	EJULU
0400980a	9400201	EJULU
0400994a	9400208	6/8
0400995a	9400208	6/8
0400995b	9400208	6/8
0400999a1	9400208	6/8
0400999b	9400208	6/8
0401003a	9400208	6/8
0401003b	9400208	6/8
0401011a	9400208	6/8
0401018a	9400208	6/8
0401018b	9400208	6/8
0401030a1	9400258	6/8
0401030a2	9400258	6/8
0401037a	9400430	EJULU
0401037b	9400430	EJULU
0401038b	9400430	EJULU
0401038c	9400430	EJULU
0401038d	9400430	EJULU
0401039b	9400430	EJULU
0401040b	9400430	EJULU
0401040c	9400430	EJULU
0401041a	9400430	EJULU
0401041b	9400430	EJULU
0401041c	9400430	EJULU
0401043a	9400430	EJULU
0401044a	9400430	EJULU
0401044b	9400430	EJULU
0401046a	9400430	EJULU
0401046b	9400430	EJULU
0401046c	9400430	EJULU
0401047a	9400430	EJULU
0401047b	9400430	EJULU
0401048b	9400430	EJULU
0401055a	9400430	EJULU
0401059a	9400430	EJULU
0401059b	9400430	EJULU
0401061a	9400430	EJULU
0401061b	9400430	EJULU
0401068a	9400430	EJULU
0401068b	9400430	EJULU
0401074a	9400430	EJULU
0401074b	9400430	EJULU
0401074c	9400430	EJULU
0401075a	9400430	EJULU
0401075b	9400430	EJULU
0401077a	9400430	EJULU
0401077b	9400430	EJULU
0401084a	9400201	303/577
0401095a	9400201	303/577
0401124a	9400201	303/577
0401124b	9400201	303/577
0401128a	9400201	303/577
0401131a	9400430	EJULU
0401131b	9400430	EJULU
0401131c	9400430	EJULU
0401131d	9400430	EJULU
0401132a	9400430	EJULU
0401132b	9400430	EJULU
0401132c	9400430	EJULU
0401140a	9400430	EJULU
0401140b	9400430	EJULU
0401140c	9400430	EJULU
0401143a	9400430	EJULU
0401143b	9400430	EJULU
0401143d	9400430	EJULU
0401149a	9400430	EJULU
0401149b	9400430	EJULU
0401151a	9400430	EJULU
0401151b	9400430	EJULU
0401156a	9400430	EJULU
0401156b	9400430	EJULU
0401156c	9400430	EJULU
0401158a	9400430	EJULU
0401162a	9400430	EJULU
0401162b	9400430	EJULU
0401162c	9400430	EJULU
0401162d	9400430	EJULU
0401166b	9400430	EJULU
0401167a	9400430	EJULU
0401167b	9400430	EJULU
0401168a	9400430	EJULU
0401174c	9400430	EJULU
0401178a	9400430	EJULU
0401178b	9400430	EJULU
0401181a	9400430	EJULU
0401181b	9400430	EJULU
0401181c	9400430	EJULU
0401182a	9400430	EJULU
0401182d	9400430	EJULU
0401186a	9400430	EJULU
0401186b	9400430	EJULU
0401186d	9400430	EJULU
0401188a	9400430	EJULU
0401194a	9400430	EJULU
0401194b	9400430	EJULU
0401194c	9400430	EJULU
0401236a	9400258	6/8
0401284b	9400201	303/577
0401288a	9400201	303/577
0401288b	9400201	303/577
0401293a	9400201	303/577
0401296a	9400201	303/577
0401305a	9400201	303/577
0401305b	9400201	303/577
0401310a	9400201	303/577
0401310b	9400201	303/577
0401314a	9400201	303/577
0401314b	9400201	303/577
0401327a	9400201	303/577
0401327b	9400201	303/577
0401330a	9400201	303/577
0401340a	9400201	303/577
0401340b	9400201	303/577
0401351b	9400208	6/8
0401351d	9400208	6/8
0401357a	9400208	6/8
0401368b	9400208	6/8
0401370a	9400208	6/8
0401370b	9400208	6/8
0401372a	9400430	EJULU
0401372b	9400430	EJULU
0401381a	9400430	EJULU
0401381b	9400430	EJULU
0401383a	9400430	EJULU
0401383b	9400430	EJULU
0401387b	9400430	EJULU
0401388a	9400430	EJULU
0401388b	9400430	EJULU
0401392a	9400430	EJULU
0401392b	9400430	EJULU
0401394a	9400430	EJULU
0401395a	9400430	EJULU
0401395b	9400430	EJULU
0401395c	9400430	EJULU
0401395d	9400430	EJULU
0401397a	9400430	EJULU
0401397b	9400430	EJULU
0401404a	9400430	EJULU
0401404b	9400430	EJULU
0401404c	9400430	EJULU
0401407b	9400430	EJULU
0401409a	9400430	EJULU
0401409b	9400430	EJULU
0401409c	9400430	EJULU
0401411a	9400430	EJULU
0401411b	9400430	EJULU
0401415a	9400430	EJULU
0401415b	9400430	EJULU
0401415c	9400430	EJULU
0401415d	9400430	EJULU
0401417a	9400430	EJULU
0401417d	9400430	EJULU
0401420a	9400430	EJULU
0401423a	9400430	EJULU
0401427b	9400430	EJULU
0401432a	9400430	EJULU
0401432c	9400430	EJULU
0401438a	9400430	EJULU
0401438b	9400430	EJULU
0401440a	9400430	EJULU
0401440b	9400430	EJULU
0401440c	9400430	EJULU
0401441a	9400430	14/140
0401441b	9400430	14/140
0401441c	9400430	14/140
0401441d	9400430	14/140
0401443a	9400430	14/140
0401443b	9400430	14/140
0401443c	9400430	14/140
0401446a	9400430	14/140
0401448a	9400430	14/140
0401448b	9400430	14/140
0401448c	9400430	14/140
0401451a	9400430	14/140
0401451b	9400430	14/140
0401453a	9400430	14/140
0401457a	9400430	14/140
0401457b	9400430	14/140
0401457c	9400430	14/140
0401461a	9400430	14/140
0401461b	9400430	14/140
0401462b	9400430	14/140
0401462c	9400430	14/140
0401463a	9400430	14/140
0401463b	9400430	14/140
0401466a	9400430	14/140
0401466b	9400430	14/140
0401470a	9400430	14/140
0401470b	9400430	14/140
0401470c	9400430	14/140
0401470d	9400430	14/140
0401472a	9400430	14/140
0401472b	9400430	14/140
0401473c	9400430	14/140
0401473d	9400430	14/140
0401474a	9400430	14/140
0401475a	9400430	14/140
0401475b	9400430	14/140
0401475c	9400430	14/140
0401477b	9400430	14/140
0401481a	9400430	14/140
0401484a	9400430	14/140
0401484b	9400430	14/140
0401484c	9400430	14/140
0401485a	9400430	14/140
0401485b	9400430	14/140
0401487a	9400430	14/140
0401487b	9400430	14/140
0401487c	9400430	14/140
0401489a	9400430	14/140
0401489b	9400430	14/140
0401501a	9400430	14/140
0401501b	9400430	14/140
0401506a	9400430	14/140
0401506b	9400430	14/140
0401506c	9400430	14/140
0401518b	9400201	6/8
0401524b	9400201	6/8
0401541a	9400201	303/577
0401541b	9400201	303/577
0401541c	9400201	303/577
0401541d	9400201	303/577
0401551b	9400201	303/577
0401554a	9400201	303/577
0401554b	9400201	303/577
0401566a	9400201	303/577
0401571b	9400258	303/577
0401585a	9400208	6/8
0401590a	9400208	6/8
0401590b	9400208	6/8
0401590c	9400208	6/8
0401616a	9400201	303/577
0401616b	9400201	303/577
0401629a	9400201	303/577
0401631a	9400201	303/577
0401644b	9400201	303/577
0401652a	9400208	303/577
0401658a	9400208	303/577
0401658b	9400208	303/577
0401659a	9400208	303/577
0401664b	9400208	303/577
0401681a	9400430	14/140
0401681b	9400430	14/140
0401692a	9400430	14/140
0401692b	9400430	14/140
0401693a	9400430	14/140
0401693b	9400430	14/140
0401695b	9400430	14/140
0401702a	9400430	14/140
0401702b	9400430	14/140
0401702c	9400430	14/140
0401702d	9400430	14/140
0401702e	9400430	14/140
0401703a	9400430	14/140
0401703b	9400430	14/140
0401704a	9400430	14/140
0401706b	9400430	14/140
0401712a	9400430	14/140
0401712b	9400430	14/140
0401712d	9400430	14/140
0401712e	9400430	14/140
0401714a	9400430	14/140
0401714c	9400430	14/140
0401715a	9400430	14/140
0401715b	9400430	14/140
0401715c	9400430	14/140
0401717a	9400430	14/140
0401717b	9400430	14/140
0401718b	9400430	14/140
0401726a	9400430	14/140
0401726b	9400430	14/140
0401726c	9400430	14/140
0401728a	9400430	14/140
0401728b	9400430	14/140
0401728c	9400430	14/140
0401728d	9400430	14/140
0401731a	9400430	14/140
0401731b	9400430	14/140
0401734a	9400430	14/140
0401734b	9400430	14/140
0401734c	9400430	14/140
0401735a	9400430	14/140
0401735b	9400430	14/140
0401736a	9400430	14/140
0401736b	9400430	14/140
0401736c	9400430	14/140
0401738a	9400430	14/140
0401740a	9400430	14/140
0401740b	9400430	14/140
0401740c	9400430	14/140
0401741a	9400430	14/140
0401741b	9400430	14/140
0401741c	9400430	14/140
0401750b	9400430	14/140
0401783a	9400201	6/8
0401783b	9400201	6/8
0401789a	9400201	6/8
0401789b	9400201	6/8
0401794a	9400430	14/140
0401794b	9400430	14/140
0401794c	9400430	14/140
0401795a	9400430	14/140
0401795b	9400430	14/140
0401800a	9400430	14/140
0401800c	9400430	14/140
0401807a	9400430	14/140
0401807b	9400430	14/140
0401807c	9400430	14/140
0401811a	9400430	14/140
0401811b	9400430	14/140
0401812a	9400430	14/140
0401812b	9400430	14/140
0401812c	9400430	14/140
0401820a	9400430	14/140
0401820b	9400430	14/140
0401820c	9400430	14/140
0401821a	9400430	14/140
0401821b	9400430	14/140
0401824a	9400430	14/140
0401824c	9400430	14/140
0401833a	9400430	14/140
0401833b	9400430	14/140
0401833c	9400430	14/140
0401833d	9400430	14/140
0401834a	9400430	14/140
0401834b	9400430	14/140
0401834c	9400430	14/140
0401842a	9400430	14/140
0401846a	9400430	14/140
0401861a	9400201	16/163
0401861b	9400201	16/163
0401862a	9400201	16/163
0401862c	9400201	16/163
0401862d	9400201	16/163
0401868a	9400201	16/163
0401893a	9400201	16/163
0401893c	9400201	16/163
0401945a	9400201	16/163
0401945b	9400201	16/163
0401945c	9400201	16/163
0401945e	9400201	16/163
0401964a	9400258	16/163
0401982a	9400258	16/163
0401982b	9400258	16/163
0401983a	9400258	16/163
0402000a	9400208	16/163
0402002a	9400208	16/163
0402002b	9400208	16/163
0402003a	9400208	16/163
0402003b	9400208	16/163
0402003d	9400208	16/163
0402028a	9400430	16/163
0402028b	9400430	16/163
0402032a	9400430	16/163
0402033a	9400430	16/163
0402045a	9400430	16/163
0402045b	9400430	16/163
0402051a	9400430	16/163
0402051b	9400430	16/163
0402051c	9400430	16/163
0402051d	9400430	16/163
0402052a	9400430	16/163
0402052c	9400430	16/163
0402075a	9400430	16/163
0402075b	9400430	16/163
0402077a	9400430	16/163
0402077b	9400430	16/163
0402077c	9400430	16/163
0402080a	9400430	16/163
0402080b	9400430	16/163
0402080c	9400430	16/163
0402093a	9400201	16/163
0402093b	9400201	16/163
0402144a	9400201	6/8
0402144b	9400201	6/8
0402173b	9400258	EJULU
0402186b	9400258	EJULU
0402189b	9400258	EJULU
0402233a	9400430	16/163
0402233b	9400430	16/163
0402235a	9400430	16/163
0402235c	9400430	16/163
0402236a	9400430	16/163
0402236b	9400430	16/163
0402238a	9400430	16/163
0402239a	9400430	16/163
0402239b	9400430	16/163
0402239c	9400430	16/163
0402239d	9400430	16/163
0402239e	9400430	16/163
0402239f	9400430	16/163
0402239g	9400430	16/163
0402239h	9400430	16/163
0402240a	9400430	16/163
0402240b	9400430	16/163
0402243a	9400430	16/163
0402243b	9400430	16/163
0402245a	9400430	16/163
0402245b	9400430	16/163
0402245c	9400430	16/163
0402247a	9400430	16/163
0402248a	9400430	16/163
0402248b	9400430	16/163
0402259a	9400430	16/163
0402259b	9400430	16/163
0402259c	9400430	16/163
0402263a	9400430	16/163
0402263b	9400430	16/163
0402267a	9400430	16/163
0402267b	9400430	16/163
0402267c	9400430	16/163
0402270a	9400430	16/163
0402351a	9400201	BB35
0402351b	9400201	BB35
0402403b	9400201	16/163
0402412a	9400201	16/163
0402412b	9400201	16/163
0402418a	9400201	16/163
0402418b	9400201	16/163
0402421a	9400201	16/163
0402433b	9400201	16/163
0402447a	9400258	16/163
0402447b	9400258	16/163
0402460a	9400258	16/163
0402467a	9400201	16/163
0402477a	9400201	16/163
0402477b	9400201	16/163
0402477c	9400201	16/163
0402521b	9400201	6/8
0402601a	9400430	16/163
0402601b	9400430	16/163
0402602b	9400430	16/163
0402602c	9400430	16/163
0402608a	9400430	16/163
0402610a	9400430	16/163
0402610c	9400430	16/163
0402612a	9400430	16/163
0402613a	9400430	16/163
0402613b	9400430	16/163
0402613c	9400430	16/163
0402623a	9400430	16/163
0402623b	9400430	16/163
0402627a	9400430	16/163
0402627b	9400430	16/163
0402627c	9400430	16/163
0402634b	9400430	16/163
0402635a	9400430	16/163
0402635b	9400430	16/163
0402639a	9400430	16/163
0402639b	9400430	16/163
0402642a	9400430	16/163
0402642b	9400430	16/163
0402642c	9400430	16/163
0402643a	9400430	16/163
0402643b	9400430	16/163
0402643c	9400430	16/163
0402653a	9400430	16/163
0402655a	9400430	16/163
0402655b	9400430	16/163
0402655d	9400430	16/163
0402661a	9400430	16/163
0402662a	9400430	16/163
0402662c	9400430	16/163
0402663a	9400430	16/163
0402663b	9400430	16/163
0402663c	9400430	16/163
0402686a	9400258	EJULU
0402781a	9400208	303/577
0402781b	9400208	303/577
0402782a	9400208	303/577
0402782b	9400208	303/577
0402785a	9400208	303/577
0402785b	9400208	303/577
0402785c	9400208	303/577
0402785d	9400208	303/577
0402788b	9400208	303/577
0402790a	9400208	303/577
0402790c	9400208	303/577
0402799a	9400208	303/577
0402803b	9400208	303/577
0402808a	9400208	303/577
0402808b	9400208	303/577
0402818a	9400208	303/577
0402818b	9400208	303/577
0402818c	9400208	303/577
0402827b	9400201	EJULU
0402832b	9400201	EJULU
0402835a	9400201	EJULU
0402835b	9400201	EJULU
0402842a	9400201	EJULU
0402862d	9400258	EJULU
0402868b	9400258	EJULU
0402872a	9400430	BB35
0402872b	9400430	BB35
0402876a	9400430	BB35
0402876b	9400430	BB35
0402876c	9400430	BB35
0402877a	9400430	BB35
0402879a	9400430	BB35
0402879b	9400430	BB35
0402890b	9400430	BB35
0402894a	9400430	BB35
0402894b	9400430	BB35
0402895a	9400430	BB35
0402895b	9400430	BB35
0402903a	9400430	BB35
0402903b	9400430	BB35
0402903c	9400430	BB35
0402906a	9400430	BB35
0402906b	9400430	BB35
0402906c	9400430	BB35
0402908a	9400430	BB35
0402910a	9400430	BB35
0402910d	9400430	BB35
0402910e	9400430	BB35
0402910f	9400430	BB35
0402913a	9400430	BB35
0402913b	9400430	BB35
0402914a	9400430	BB35
0402914b	9400430	BB35
0402914c	9400430	BB35
0402914d	9400430	BB35
0402916a	9400430	BB35
0402916b	9400430	BB35
0402924a	9400430	BB35
0402924b	9400430	BB35
0402924c	9400430	BB35
0402924d	9400430	BB35
0402925b	9400430	BB35
0402926a	9400430	BB35
0402926b	9400430	BB35
0402926c	9400430	BB35
0402927b	9400430	BB35
0402929a	9400430	BB35
0402942a	9400430	BB35
0402942b	9400430	BB35
0402942c	9400430	BB35
0402943a	9400430	BB35
0402943c	9400430	BB35
0402960a	9400430	BB35
0402966a	9400430	BB35
0402966c	9400430	BB35
0402971b	9400430	BB35
0402973b	9400430	BB35
0402974b	9400430	BB35
0402974c	9400430	BB35
0402975a	9400430	BB35
0402975b	9400430	BB35
0402975d	9400430	BB35
0402982a	9400430	BB35
0402982b	9400430	BB35
0402984a	9400430	BB35
0402988a	9400430	BB35
0402989a	9400430	BB35
0402989b	9400430	BB35
0402990a	9400430	BB35
0402990b	9400430	BB35
0402990d	9400430	BB35
0403056a	9400258	EJULU
0403078a	9400258	EJULU
0403078b	9400258	EJULU
0403085a	9400258	EJULU
0403085b	9400258	EJULU
0403101a	9400430	BB35
0403104b	9400430	BB35
0403105a	9400430	BB35
0403105b	9400430	BB35
0403108a	9400430	BB35
0403108b	9400430	BB35
0403108c	9400430	BB35
0403108d	9400430	BB35
0403110a	9400430	BB35
0403110b	9400430	BB35
0403116a	9400430	BB35
0403116b	9400430	BB35
0403116c	9400430	BB35
0403121a	9400430	BB35
0403121b	9400430	BB35
0403124a	9400430	BB35
0403124b	9400430	BB35
0403124c	9400430	BB35
0403128a	9400430	BB35
0403128b	9400430	BB35
0403128c	9400430	BB35
0403135c	9400430	16/163
0403139a	9400430	16/163
0403139b	9400430	16/163
0403139c	9400430	16/163
0403146a	9400430	BB35
0403146b	9400430	BB35
0403148b	9400430	BB35
0403152a	9400430	BB35
0403152b	9400430	BB35
0403152c	9400430	BB35
0403152d	9400430	BB35
0403153a	9400430	BB35
0403153b	9400430	BB35
0403154a	9400430	BB35
0403154b	9400430	BB35
0403157a	9400430	BB35
0403157b	9400430	BB35
0403158a	9400430	BB35
0403160a	9400430	BB35
0403160b	9400430	BB35
0403162a	9400430	BB35
0403162b	9400430	BB35
0403162c	9400430	BB35
0403163c	9400430	BB35
0403168a	9400430	BB35
0403169a	9400430	BB35
0403169b	9400430	BB35
0403174a	9400430	BB35
0403174b	9400430	BB35
0403178a	9400430	BB35
0403182a	9400430	BB35
0403182b	9400430	BB35
0403182c	9400430	BB35
0403186a	9400430	BB35
0403186b	9400430	BB35
0403188a	9400430	BB35
0403188b	9400430	BB35
0403188c	9400430	BB35
0403189a	9400430	BB35
0403189c	9400430	BB35
0403189d	9400430	BB35
0403195a	9400430	BB35
0403195b1	9400430	BB35
0403195b2	9400430	BB35
0403196a	9400430	BB35
0403196b	9400430	BB35
0403196c	9400430	BB35
0403198a	9400430	BB35
0403198b	9400430	BB35
0403200a	9400430	BB35
0403200b	9400430	BB35
0403202a	9400430	BB35
0403202b	9400430	BB35
0403244a	9400430	6/8
0403244b	9400430	6/8
0403245c	9400430	6/8
0403245d	9400430	6/8
0403246b	9400430	6/8
0403247a	9400430	6/8
0403247b	9400430	6/8
0403251a	9400430	6/8
0403251b	9400430	6/8
0403251c	9400430	6/8
0403253a	9400430	6/8
0403253b	9400430	6/8
0403254a	9400430	6/8
0403254b	9400430	6/8
0403259a	9400430	6/8
0403259b	9400430	6/8
0403266a	9400430	6/8
0403266b	9400430	6/8
0403268b	9400430	6/8
0403272a	9400430	6/8
0403272b	9400430	6/8
0403272c	9400430	6/8
0403274a	9400430	6/8
0403274b	9400430	6/8
0403274c	9400430	6/8
0403286a	9400430	6/8
0403286b	9400430	6/8
0403286c	9400430	6/8
0403286d	9400430	6/8
0403287a	9400430	6/8
0403288a	9400430	6/8
0403288b	9400430	6/8
0403343b	9400258	6/8
0403343c	9400258	6/8
0403350b	9400258	6/8
0403426a	9400208	6/8
0403426b	9400208	6/8
0403427a	9400208	6/8
0403427b	9400208	6/8
0403447a	9400208	16/163
0403450a	9400208	16/163
0403456a	9400430	6/8
0403456d	9400430	6/8
0403461a	9400430	6/8
0403461b	9400430	6/8
0403461c	9400430	6/8
0403465a	9400430	6/8
0403465b	9400430	6/8
0403467a	9400430	6/8
0403467b	9400430	6/8
0403475a	9400430	6/8
0403475b	9400430	6/8
0403479a	9400430	6/8
0403479b	9400430	6/8
0403479d	9400430	6/8
0403480a	9400430	6/8
0403480b	9400430	6/8
0403481b	9400201	EJULU
0403497c	9400201	EJULU
0403512a	9400258	303/577
0403532a	9400258	303/577
0403532b	9400258	303/577
0403532c	9400258	303/577
0403548a	9400201	16/163
0403548b	9400201	16/163
0403555b	9400201	16/163
0403555c	9400201	16/163
0403607a	9400201	16/163
0403609a	9400201	16/163
0403609b	9400201	16/163
0403609c	9400201	16/163
0403639a	9400258	303/577
0403652b	9400201	EJULU
0403652c	9400201	EJULU
0403653a	9400201	EJULU
0403664a	9400201	EJULU
0403675b	9400201	EJULU
0403675c	9400201	EJULU
0403678a	9400201	EJULU
0403678b	9400201	EJULU
0403723a	BB35	9400225
0403723b	BB35	9400225
0403723c	BB35	9400225
0403723d	BB35	9400225
0403756a	BB35	9400225
0403758a	BB35	9400225
0403758b	BB35	9400225
0403770b	16/163	9400225
0403888b	9400258	13/005
0403895b	9400208	6/8
0403896a	9400208	6/8
0403911a	9400430	6/8
0403911b	9400430	6/8
0403912a	9400430	6/8
0403912b	9400430	6/8
0403914a	9400430	6/8
0403916a	9400430	6/8
0403916c	9400430	6/8
0403917a	9400430	6/8
0403917b	9400430	6/8
0403921a	9400430	6/8
0403921c	9400430	6/8
0403924a	9400430	6/8
0403924b	9400430	6/8
0403924c	9400430	6/8
0403929a	9400430	6/8
0403929c	9400430	6/8
0403929d	9400430	6/8
0403929e	9400430	6/8
0403948a	9400258	13/005
0403962a	16/163	9400225
0403962b	16/163	9400225
0403967a	16/163	9400225
0403967b	16/163	9400225
0403987a	9400430	6/8
0403987b	9400430	6/8
0403989a	9400430	6/8
0403989b	9400430	6/8
0403989c	9400430	6/8
0403994a	9400430	6/8
0403994c	9400430	6/8
0403998a	9400430	6/8
0403998b	9400430	6/8
0403999a	9400430	6/8
0403999c	9400430	6/8
0404001a	9400430	6/8
0404001b	9400430	6/8
0404001c	9400430	6/8
0404004a	9400430	6/8
0404006a	9400430	6/8
0404006b	9400430	6/8
0404006c	9400430	6/8
0404008a	9400430	6/8
0404008c	9400430	6/8
0404008d	9400430	6/8
0404063c	9400208	9400225
0404064a	9400208	9400225
0404064b	9400208	9400225
0404071a	9400430	9400225
0404073a	9400430	9400225
0404073b	9400430	9400225
0404073c	9400430	9400225
0404073d	9400430	9400225
0404073e	9400430	9400225
0404075a	9400430	9400225
0404079a	9400430	9400225
0404079b	9400430	9400225
0404079c	9400430	9400225
0404082b	9400430	9400225
0404087b	9400430	9400225
0404094a	9400430	9400225
0404094b	9400430	9400225
0404094e	9400430	9400225
0404094f	9400430	9400225
0404097a	9400430	9400225
0404097b	9400430	9400225
0404097c	9400430	9400225
0404110b	9400430	9400225
0404115a	9400430	9400225
0404115b	9400430	9400225
0404116b	9400430	9400225
0404121a	9400208	6/8
0404122b	9400208	6/8
0404125a	9400208	6/8
0404125c	9400208	6/8
0404126b	9400208	6/8
0404126c	9400208	6/8
0404136d	9400208	6/8
0404136e	9400208	6/8
0404142a	9400208	9400225
0404142b	9400208	9400225
0404146a	9400208	9400225
0404155a	9400208	9400225
0404155b	9400208	9400225
0404157a	9400208	9400225
0404157b	9400208	9400225
0404164a	9400208	9400225
0404164c	9400208	9400225
0404167a	9400208	9400225
0404168b	9400208	9400225
0404185b	9400201	BB35
0404199a	9400201	BB35
0404216b	9400201	BB35
0404217a	9400201	BB35
0404233a	9400208	303/577
0404233b	9400208	303/577
0404238a	9400208	303/577
0404244a	9400208	303/577
0404244b	9400208	303/577
0404256a	9400208	303/577
0404256b	9400208	303/577
0404283a	9400258	9400430
0404283b	9400258	9400430
0404295c	9400258	303/577
0404309a	9400258	303/577
0404309b	9400258	303/577
0404312a	9400258	303/577
0404360b	9400258	303/577
0404372a	9400258	303/577
0404372b	9400258	303/577
0404379a	9400258	303/577
0404379b	9400258	303/577
0404382c	9400258	303/577
0404417a	16/163	9400225
0404417b	16/163	9400225
0404419b	16/163	9400225
0404425a	16/163	9400225
0404425b	16/163	9400225
0404447a	BB35	9400225
0404447b	BB35	9400225
0404455a	BB35	9400225
0404467a	BB35	9400225
0404467b	BB35	9400225
0404472a	9400430	9400225
0404472b	9400430	9400225
0404476a	9400430	9400225
0404476b	9400430	9400225
0404477a	9400430	9400225
0404477b	9400430	9400225
0404477c	9400430	9400225
0404480a	9400430	9400225
0404480b	9400430	9400225
0404481a	9400430	9400225
0404481b	9400430	9400225
0404485a	9400430	9400225
0404485b	9400430	9400225
0404485d	9400430	9400225
0404488a1	9400430	9400225
0404488a2	9400430	9400225
0404488a3	9400430	9400225
0404488b	9400430	9400225
0404489a	9400430	9400225
0404490a	9400430	9400225
0404491a	9400430	9400225
0404491b	9400430	9400225
0404491c	9400430	9400225
0404491d	9400430	9400225
0404491e	9400430	9400225
0404492a	9400430	9400225
0404492b	9400430	9400225
0404496a	9400430	9400225
0404496b	9400430	9400225
0404496c	9400430	9400225
0404497a	9400430	9400225
0404497b	9400430	9400225
0404497c	9400430	9400225
0404499b	9400430	9400225
0404500a	9400430	9400225
0404531a	9400208	9400225
0404531b	9400208	9400225
0404531c	9400208	9400225
0404532b	9400208	9400225
0404532c	9400208	9400225
0404533a	9400208	9400225
0404541a	9400208	9400225
0404541b	9400208	9400225
0404544a	9400208	9400225
0404544b	9400208	9400225
0404544c	9400208	9400225
0404544d	9400208	9400225
0404547a	9400208	9400225
0404547b	9400208	9400225
0404552a	9400430	9400225
0404552b	9400430	9400225
0404552c	9400430	9400225
0404552d	9400430	9400225
0404554a	9400430	9400225
0404554c	9400430	9400225
0404555a	9400430	9400225
0404555b	9400430	9400225
0404582b	BB35	9400225
0404584a	BB35	9400225
0404584b	BB35	9400225
0404593b	16/163	9400225
0404595a	16/163	9400225
0404595b	16/163	9400225
0404611c	9400208	9400225
0404622a	9400208	9400225
0404622b	9400208	9400225
0404622c	9400208	9400225
0404622d	9400208	9400225
0404622e	9400208	9400225
0404623a	9400208	9400225
0404631/2	9400208	9400225
0404631a1	9400208	9400225
0404640a	9400208	9400225
0404640b	9400208	9400225
0404640c	9400208	9400225
0404642c	9400208	9400225
0404650a	9400208	9400225
0404650b	9400208	9400225
0404650c	9400208	9400225
0404654a	9400430	9400225
0404656a	9400430	9400225
0404656c	9400430	9400225
0404656d	9400430	9400225
0404656e	9400430	9400225
0404657a	9400430	9400225
0404657b	9400430	9400225
0404657c	9400430	9400225
0404657d	9400430	9400225
0404657e	9400430	9400225
0404661b	9400430	9400225
0404663b	9400430	9400225
0404666a	9400430	9400225
0404666b	9400430	9400225
0404670b	9400430	9400225
0404671a	9400430	9400225
0404671c	9400430	9400225
0404671d	9400430	9400225
0404673b	9400430	9400225
0404675b	9400430	9400225
0404678a	9400430	9400225
0404678b	9400430	9400225
0404678c	9400430	9400225
0404683a	9400430	9400225
0404683b	9400430	9400225
0404683c	9400430	9400225
0404683d	9400430	9400225
0404688a	9400430	9400225
0404688b	9400430	9400225
0404691a	9400430	9400225
0404699a	9400430	9400225
0404699b	9400430	9400225
0404699c	9400430	9400225
0404723a	9400258	9400430
0404723b	9400258	9400430
0404751a	16/163	9400225
0404751b	16/163	9400225
0404753a	16/163	9400225
0404774a	16/163	9400225
0404774d	16/163	9400225
0404801a	BB35	9400225
0404858a	16/163	9400225
0404858b	16/163	9400225
0404858c	16/163	9400225
0404863a	16/163	9400225
0404863b	16/163	9400225
0404894a	BB35	9400225
0404894b	BB35	9400225
0404900a	BB35	9400225
0404900b	BB35	9400225
0404903a	9400201	EJULU
0404911a	9400201	EJULU
0404912a	9400201	EJULU
0404912b	9400201	EJULU
0404914a	9400201	EJULU
0404918a	9400201	EJULU
0404920b	9400201	EJULU
0404921b	9400201	EJULU
0404924b	9400201	EJULU
0404932a	9400208	303/577
0404934b	9400208	303/577
0404960b	BB35	9400225
0404968a	BB35	9400225
0404968b	BB35	9400225
0404983a	BB35	9400225
0404983b	BB35	9400225
0404985a	BB35	9400225
0405020a	9400208	303/577
0405020b	9400208	303/577
0405020d	9400208	303/577
0405023a	9400208	303/577
0405023b	9400208	303/577
0405025a	9400208	303/577
0405027c	9400208	303/577
0405028a	9400208	303/577
0405028b	9400208	303/577
0405046a	9400248	MRTM1
0405046b	9400248	MRTM1
0405046c	9400248	MRTM1
0405049a	9400248	MRTM1
0405049b	9400248	MRTM1
0405055a	9400248	MRTM1
0405055b	9400248	MRTM1
0405060a	9400248	MRTM1
0405063a	9400248	MRTM1
0405076a	9400430	13/005
0405076b	9400430	13/005
0405076c	9400430	13/005
0405082a	9400430	13/005
0405082b	9400430	13/005
0405083a	9400430	13/005
0405083b	9400430	13/005
0405083c	9400430	13/005
0405084a	9400430	13/005
0405085a	9400430	13/005
0405085b	9400430	13/005
0405090a	9400430	13/005
0405092b	9400430	13/005
0405092c	9400430	13/005
0405094a	9400430	13/005
0405094d	9400430	13/005
0405097a	9400430	13/005
0405097b	9400430	13/005
0405101a	9400430	13/005
0405101b	9400430	13/005
0405102a	9400430	13/005
0405102b	9400430	13/005
0405102c	9400430	13/005
0405103a	9400430	13/005
0405103b	9400430	13/005
0405105a	9400430	13/005
